"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"2014-07-02","16:00:00","TX","0","0","0","0","33.1018","-99.613","0.22","50.0"
"2014-07-03","14:36:00","NC","0","1","0","0","34.805","-78.009","0.77","200.0"
"2014-07-03","18:50:00","NC","0","1","0","0","35.9565","-77.2038","1.13","100.0"
"2014-07-03","21:25:00","NC","0","0","0","0","36.34","-76.98","0.9","30.0"
"2014-07-03","23:15:00","VA","0","0","0","0","36.88","-76.08","0.31","30.0"
"2014-07-03","23:40:00","VA","0","0","0","0","36.92","-76.27","0.25","30.0"
"2014-07-04","18:00:00","NH","0","0","0","0","43.5868","-71.3521","0.36","10.0"
"2014-07-06","12:42:00","FL","0","0","0","0","28.6506","-80.8433","0.09","35.0"
"2014-07-06","17:03:00","IA","0","0","0","0","42.3244","-93.6873","0.55","25.0"
"2014-07-06","18:00:00","IA","0","0","0","0","42.6341","-92.8757","0.4","15.0"
"2014-07-06","18:58:00","IA","0","1","0","0","42.3327","-92.6384","3.21","100.0"
"2014-07-06","19:02:00","MI","0","0","0","0","46.3605","-88.181","5.65","100.0"
"2014-07-06","19:08:00","IA","0","0","0","0","42.2975","-92.5902","1.47","20.0"
"2014-07-06","19:12:00","IA","0","1","0","0","42.2878","-92.5499","9.68","225.0"
"2014-07-06","19:25:00","ND","0","0","0","0","48.028","-102.742","3.77","40.0"
"2014-07-06","19:41:00","IA","0","0","0","0","41.5155","-94.2749","0.94","20.0"
"2014-07-06","19:45:00","IA","0","0","0","0","41.8202","-93.0568","4.63","80.0"
"2014-07-06","19:56:00","IA","0","0","0","0","42.09","-92.25","0.1","10.0"
"2014-07-06","20:15:00","IA","0","0","0","0","41.7245","-92.9674","0.52","25.0"
"2014-07-06","20:20:00","MI","0","1","6","0","42.85","-85.7","6.25","400.0"
"2014-07-06","22:16:00","MI","0","0","0","0","42.94","-84.98","1.0","50.0"
"2014-07-06","22:34:00","MI","0","0","0","0","42.9858","-84.9056","0.75","150.0"
"2014-07-06","23:00:00","MI","0","0","0","0","43.02","-84.65","1.6","80.0"
"2014-07-07","17:40:00","KY","0","0","0","0","38.7711","-84.9331","0.47","200.0"
"2014-07-07","17:43:00","MN","0","0","0","0","44.8051","-92.8079","1.3","50.0"
"2014-07-07","17:43:00","MN","0","0","0","0","44.8051","-92.8079","2.59","50.0"
"2014-07-07","17:46:00","WI","0","0","0","0","44.7987","-92.7831","1.29","50.0"
"2014-07-08","11:33:00","OH","0","1","0","0","41.2422","-82.003","8.3","200.0"
"2014-07-08","11:43:00","OH","0","1","0","0","41.2702","-81.7612","1.57","200.0"
"2014-07-08","12:15:00","OH","0","0","0","0","41.0243","-80.8262","5.39","200.0"
"2014-07-08","12:48:00","PA","0","1","0","0","41.1977","-80.3272","2.46","150.0"
"2014-07-08","13:25:00","WV","0","1","0","0","39.53","-80.06","2.24","50.0"
"2014-07-08","13:55:00","WV","0","1","0","0","39.3729","-80.0405","4.41","150.0"
"2014-07-08","16:15:00","PA","0","2","0","0","41.55","-76.48","6.68","500.0"
"2014-07-08","16:33:00","NY","0","1","0","0","43.2","-75.6","1.0","600.0"
"2014-07-08","16:48:00","NY","0","1","0","0","43.778","-75.5766","12.32","300.0"
"2014-07-08","17:00:00","PA","0","0","0","0","41.23","-76.23","0.9","50.0"
"2014-07-08","17:02:00","NY","0","2","0","4","42.99","-75.64","2.5","235.0"
"2014-07-08","17:05:00","PA","0","1","0","0","41.75","-75.74","1.4","150.0"
"2014-07-08","17:25:00","NY","0","1","0","0","43.12","-75.22","1.3","65.0"
"2014-07-08","18:40:00","NY","0","0","0","0","43.6905","-73.9874","1.09","100.0"
"2014-07-10","13:35:00","VA","0","0","10","0","36.8432","-75.9763","0.34","30.0"
"2014-07-12","11:20:00","FL","0","0","0","0","27.2367","-80.757","0.08","15.0"
"2014-07-12","14:45:00","CO","0","0","0","0","38.5867","-104.476","0.53","50.0"
"2014-07-12","20:20:00","IL","0","0","0","0","41.2584","-90.7362","0.38","50.0"
"2014-07-12","20:30:00","IL","0","1","0","0","41.2674","-90.6666","3.7","100.0"
"2014-07-12","20:46:00","IL","0","1","0","0","41.2387","-90.5289","2.78","50.0"
"2014-07-12","21:00:00","IL","0","1","0","0","41.2141","-90.4256","0.66","50.0"
"2014-07-13","13:40:00","WY","0","0","0","0","41.14","-104.628","0.17","25.0"
"2014-07-13","14:34:00","NY","0","1","0","0","42.43","-76.93","3.5","125.0"
"2014-07-13","15:09:00","NE","0","0","0","0","41.1142","-103.66","0.14","25.0"
"2014-07-13","17:37:00","WV","0","0","0","0","39.3996","-78.1886","0.07","50.0"
"2014-07-13","18:30:00","NY","0","1","0","0","41.85","-74.77","0.75","270.0"
"2014-07-14","11:40:00","CO","0","0","0","0","38.2166","-102.497","0.37","75.0"
"2014-07-15","16:52:00","ME","0","1","0","0","44.9107","-69.4075","2.75","800.0"
"2014-07-16","18:08:00","TX","0","0","0","0","36.3478","-102.054","0.01","50.0"
"2014-07-16","18:26:00","TX","0","0","0","0","36.3128","-102.053","1.34","100.0"
"2014-07-16","19:23:00","TX","0","0","0","0","36.0292","-102.084","3.07","100.0"
"2014-07-21","12:35:00","TX","0","0","0","0","29.3788","-94.9056","0.1","20.0"
"2014-07-21","18:35:00","ND","0","0","0","0","47.62","-98.59","9.08","100.0"
"2014-07-21","18:47:00","ND","0","0","0","0","47.78","-98.52","0.01","20.0"
"2014-07-21","19:29:00","ND","0","1","0","0","47.82","-97.57","8.0","300.0"
"2014-07-21","19:52:00","MN","0","2","0","0","47.7","-96.86","37.92","800.0"
"2014-07-23","17:26:00","MS","0","0","0","0","32.429","-90.0285","0.7","25.0"
"2014-07-24","06:25:00","VA","0","1","5","0","37.2893","-76.071","7.69","150.0"
"2014-07-24","06:30:00","NH","0","0","0","0","43.687","-71.3051","0.02","10.0"
"2014-07-24","15:59:00","FL","0","0","0","0","28.4592","-80.992","0.25","15.0"
"2014-07-24","19:19:00","MT","0","0","0","0","46.99","-104.27","1.0","100.0"
"2014-07-25","14:24:00","FL","0","1","0","0","28.9807","-80.9281","1.69","75.0"
"2014-07-27","10:50:00","CT","0","0","0","0","41.6055","-72.9833","0.72","100.0"
"2014-07-27","13:29:00","OH","0","0","0","0","40.1236","-83.6134","0.07","50.0"
"2014-07-27","14:24:00","KY","0","1","0","0","36.9573","-83.3506","2.0","900.0"
"2014-07-27","14:55:00","MA","0","1","0","0","42.453","-73.1858","0.25","20.0"
"2014-07-27","15:05:00","ME","0","0","0","0","43.8971","-70.587","0.63","10.0"
"2014-07-27","15:45:00","TN","0","1","0","0","36.462","-82.56","0.5","50.0"
"2014-07-27","15:47:00","TN","0","0","0","0","36.4477","-82.5498","7.1","300.0"
"2014-07-27","15:58:00","TN","0","3","0","0","36.4695","-83.9766","4.66","800.0"
"2014-07-27","17:14:00","WV","0","1","0","0","39.3366","-81.1412","4.1","200.0"
"2014-07-27","18:05:00","WI","0","0","0","0","43.948","-88.495","0.01","10.0"
"2014-07-27","18:39:00","OH","0","0","0","0","39.186","-83.6645","2.52","1300.0"
"2014-07-27","18:50:00","WV","0","1","0","0","39.1202","-80.2948","1.07","50.0"
"2014-07-28","07:32:00","MA","0","2","2","0","42.398","-71.0219","1.93","660.0"
"2014-07-28","13:49:00","ME","0","1","0","0","43.66","-70.68","1.71","80.0"
"2014-07-28","15:53:00","CO","0","0","0","0","40.06","-104.8","0.1","50.0"
"2014-07-28","16:09:00","CO","0","0","0","0","39.83","-104.79","0.1","50.0"
"2014-07-31","14:10:00","NV","0","0","0","0","40.9837","-116.383","0.48","7.0"
"2014-07-31","17:10:00","MT","0","0","0","0","48.48","-108.37","0.1","5.0"
"2014-08-04","13:40:00","NV","0","0","0","0","35.83","-114.87","0.08","25.0"
"2014-08-06","18:10:00","CO","0","0","0","0","39.76","-104.42","0.1","50.0"
"2014-08-09","14:45:00","KS","0","0","0","0","39.8176","-101.878","0.5","10.0"
"2014-08-09","14:57:00","KS","0","0","0","0","39.6848","-101.693","0.25","10.0"
"2014-08-09","15:30:00","SD","0","0","0","0","44.7104","-96.4848","0.83","20.0"
"2014-08-09","15:55:00","KS","0","0","0","0","39.62","-101.63","0.25","10.0"
"2014-08-11","12:46:00","WI","0","0","0","0","46.5843","-90.9227","0.05","3.0"
"2014-08-11","13:00:00","OH","0","0","0","0","40.15","-82.056","0.16","25.0"
"2014-08-12","09:15:00","OH","0","0","0","0","40.1753","-82.6321","0.09","20.0"
"2014-08-13","19:30:00","WA","0","0","0","0","46.32","-119.8","0.25","15.0"
"2014-08-15","11:55:00","FL","0","0","0","0","27.52","-80.3563","0.15","15.0"
"2014-08-15","14:39:00","AZ","0","0","0","0","32.2659","-109.999","0.79","50.0"
"2014-08-16","14:33:00","FL","0","0","0","0","26.42","-80.27","0.37","10.0"
"2014-08-17","15:33:00","KY","0","1","0","0","37.7191","-87.5226","1.65","60.0"
"2014-08-17","16:31:00","KY","0","0","0","0","37.3","-87.0154","0.59","125.0"
"2014-08-17","18:00:00","IA","0","0","0","0","43.4287","-94.6202","0.83","25.0"
"2014-08-18","15:23:00","WI","0","0","0","0","44.2299","-88.6176","2.06","50.0"
"2014-08-20","12:04:00","MI","0","0","0","0","42.7729","-82.8373","0.29","100.0"
"2014-08-20","13:45:00","ID","0","0","0","0","43.8995","-113.592","0.1","5.0"
"2014-08-21","04:20:00","MN","0","0","0","0","44.04","-94.92","0.1","50.0"
"2014-08-21","14:25:00","PA","0","0","0","0","41.09","-78.99","0.54","20.0"
"2014-08-21","14:27:00","PA","0","0","0","0","41.07","-79.01","5.36","50.0"
"2014-08-23","16:30:00","SD","0","0","0","0","45.18","-99.11","2.13","10.0"
"2014-08-23","16:35:00","SD","0","0","0","0","45.18","-99.13","4.4","15.0"
"2014-08-23","17:31:00","SD","0","1","0","0","45.48","-98.98","1.46","10.0"
"2014-08-24","16:47:00","MN","0","0","0","0","45.7971","-93.9829","5.67","150.0"
"2014-08-25","17:40:00","CO","0","0","0","0","38.374","-105.139","0.96","75.0"
"2014-08-28","16:30:00","KS","0","0","0","0","39.2132","-98.9165","0.1","25.0"
"2014-08-28","17:30:00","KS","0","1","0","0","38.72","-98.92","2.0","220.0"
"2014-08-28","17:44:00","SD","0","0","0","0","43.04","-97.38","3.74","50.0"
"2014-08-31","18:10:00","MA","0","0","0","0","42.24","-71.8","2.06","176.0"
"2014-08-31","18:57:00","IA","0","0","0","0","42.1122","-94.6781","1.9","60.0"
"2014-08-31","19:36:00","IA","0","1","0","0","42.3072","-94.0661","3.32","40.0"
"2014-09-01","11:47:00","MI","0","1","0","0","44.8064","-85.0215","4.02","125.0"
"2014-09-01","12:16:00","MI","0","1","0","0","44.7577","-84.7721","9.14","75.0"
"2014-09-01","12:42:00","MI","0","1","0","0","44.9133","-84.5127","7.21","210.0"
"2014-09-01","12:43:00","MI","0","0","0","0","45.227","-84.548","0.67","30.0"
"2014-09-01","18:41:00","OK","0","0","0","0","36.9279","-95.1","0.2","50.0"
"2014-09-01","19:01:00","KS","0","0","0","0","37.1237","-96.7113","3.69","100.0"
"2014-09-01","19:25:00","KS","0","1","0","0","37.0552","-96.5181","7.4","100.0"
"2014-09-01","21:43:00","MO","0","1","0","0","38.4299","-90.6635","6.4","60.0"
"2014-09-01","22:13:00","MO","0","1","0","0","37.0272","-94.4483","2.22","100.0"
"2014-09-01","22:14:00","MO","0","1","0","0","37.0257","-94.427","2.7","400.0"
"2014-09-01","22:36:00","MO","0","0","0","0","37.0137","-94.1192","1.24","100.0"
"2014-09-02","13:09:00","LA","0","1","0","0","32.1474","-93.5826","6.04","350.0"
"2014-09-02","17:10:00","NY","0","1","0","0","42.1044","-76.7103","6.0","150.0"
"2014-09-02","18:32:00","NY","0","1","0","0","42.1375","-75.36","0.1","50.0"
"2014-09-04","02:26:00","ND","0","0","0","0","46.79","-98.09","1.05","30.0"
"2014-09-04","03:17:00","ND","0","1","0","0","46.65","-97.25","11.64","250.0"
"2014-09-04","03:48:00","MN","0","2","0","0","46.5","-96.27","2.7","200.0"
"2014-09-04","04:42:00","MN","0","1","0","0","46.49","-95.39","2.0","250.0"
"2014-09-06","12:39:00","LA","0","0","0","0","29.9401","-92.7596","0.01","10.0"
"2014-09-07","12:27:00","SC","0","0","0","0","33.4296","-80.3952","0.43","30.0"
"2014-09-08","14:45:00","NC","0","2","1","0","34.828","-77.902","0.15","100.0"
"2014-09-09","15:29:00","NE","0","1","0","0","40.6237","-95.9883","7.72","965.0"
"2014-09-09","16:50:00","MO","0","0","0","0","40.4411","-95.4534","4.89","25.0"
"2014-09-09","18:10:00","MO","0","0","0","0","40.2017","-95.0852","3.04","30.0"
"2014-09-09","18:35:00","MO","0","0","0","0","40.1757","-95.1212","0.08","25.0"
"2014-09-09","18:40:00","MO","0","0","0","0","40.1853","-95.108","0.11","25.0"
"2014-09-09","20:10:00","MO","0","0","0","0","38.7557","-90.5923","1.69","25.0"
"2014-09-09","21:22:00","MO","0","0","0","0","39.9877","-94.3508","0.75","25.0"
"2014-09-10","01:40:00","MO","0","1","0","0","40.17","-92.74","18.27","20.0"
"2014-09-10","15:22:00","OH","0","0","0","0","41.17","-81.4","0.47","50.0"
"2014-09-10","15:29:00","OH","0","0","0","0","41.191","-81.377","0.96","50.0"
"2014-09-10","15:34:00","OH","0","0","0","0","41.202","-81.299","0.1","20.0"
"2014-09-10","15:54:00","OH","0","0","0","0","41.335","-81.185","0.76","50.0"
"2014-09-17","14:38:00","AR","0","0","0","0","35.9894","-92.9662","2.73","250.0"
"2014-09-19","17:19:00","MN","0","2","0","0","48.86","-97.02","10.0","500.0"
"2014-09-19","18:21:00","MN","0","1","0","0","48.7","-96.38","7.0","300.0"
"2014-09-20","18:00:00","NV","0","0","0","0","39.07","-116.51","0.4","20.0"
"2014-09-21","03:47:00","MI","0","1","0","0","42.7","-83.19","1.23","150.0"
"2014-09-27","14:55:00","AZ","0","0","0","0","34.465","-112.411","2.1","700.0"
"2014-09-29","16:25:00","NM","0","1","0","0","36.9028","-106.813","2.26","700.0"
"2014-09-29","16:25:00","NM","0","1","0","0","36.9028","-106.813","2.26","700.0"
"2014-09-30","15:45:00","SD","0","0","0","0","45.89","-99.25","0.3","10.0"
"2014-10-02","19:24:00","AR","0","1","0","0","34.5317","-92.1162","12.71","300.0"
"2014-10-02","19:55:00","AR","0","1","0","0","34.6272","-91.5553","4.08","200.0"
"2014-10-02","20:28:00","AR","0","0","0","0","35.5725","-90.9038","0.7","33.0"
"2014-10-02","23:10:00","KY","0","1","0","0","36.8302","-88.3529","0.38","125.0"
"2014-10-03","00:15:00","KY","0","1","0","0","36.8523","-87.5913","1.36","110.0"
"2014-10-03","02:12:00","AL","0","0","0","0","34.6881","-86.7267","0.7","250.0"
"2014-10-03","03:02:00","AL","0","0","0","0","34.401","-86.149","0.48","75.0"
"2014-10-06","00:01:00","OK","0","1","0","0","35.2508","-94.7246","0.8","75.0"
"2014-10-06","17:02:00","KY","0","1","0","0","36.8339","-85.3973","0.17","100.0"
"2014-10-06","17:13:00","KY","0","1","0","0","36.842","-85.1959","2.17","150.0"
"2014-10-06","17:40:00","GA","0","1","0","0","34.9304","-85.1225","0.29","100.0"
"2014-10-07","12:50:00","KY","0","1","0","0","38.4602","-85.4629","0.12","50.0"
"2014-10-07","13:39:00","KY","0","1","0","0","38.4618","-84.691","12.13","150.0"
"2014-10-07","13:48:00","KY","0","1","0","0","38.2846","-84.6896","2.79","150.0"
"2014-10-07","13:49:00","KY","0","1","0","0","38.2921","-84.6292","3.55","150.0"
"2014-10-07","14:05:00","KY","0","1","0","0","38.3789","-84.358","3.66","275.0"
"2014-10-07","14:12:00","KY","0","1","1","0","38.2016","-84.256","1.7","60.0"
"2014-10-07","14:35:00","KY","0","1","0","0","38.2059","-83.9386","0.6","50.0"
"2014-10-07","14:53:00","KY","0","1","0","0","38.0696","-83.6598","0.3","35.0"
"2014-10-07","16:35:00","IN","0","0","0","0","39.5006","-86.7748","0.1","50.0"
"2014-10-07","20:41:00","WV","0","2","0","0","37.6014","-81.2012","3.01","150.0"
"2014-10-07","20:44:00","KY","0","1","0","0","37.6141","-82.5948","0.1","130.0"
"2014-10-07","21:39:00","WV","0","1","2","0","37.4533","-81.2164","5.54","180.0"
"2014-10-09","20:10:00","TX","0","1","0","0","35.4213","-101.045","7.03","125.0"
"2014-10-10","19:35:00","TN","0","1","0","0","35.8594","-87.3851","1.97","100.0"
"2014-10-13","03:52:00","TX","0","1","0","0","32.7681","-95.0456","5.8","275.0"
"2014-10-13","04:04:00","AR","0","1","0","0","34.5766","-94.3911","3.66","300.0"
"2014-10-13","04:19:00","AR","0","1","0","0","36.1783","-93.8792","3.0","375.0"
"2014-10-13","04:37:00","AR","0","2","4","1","33.6617","-94.2303","2.51","400.0"
"2014-10-13","04:43:00","AR","0","0","0","0","33.7279","-94.2339","0.09","50.0"
"2014-10-13","05:25:00","MO","0","1","0","0","36.5048","-93.39","0.09","75.0"
"2014-10-13","05:58:00","MO","0","0","0","0","37.1593","-93.6799","0.07","50.0"
"2014-10-13","06:20:00","MO","0","0","0","0","37.3537","-93.6061","0.43","100.0"
"2014-10-13","06:40:00","AR","0","1","0","0","34.0405","-92.9554","3.32","250.0"
"2014-10-13","08:00:00","LA","0","1","0","0","31.9764","-93.6991","0.9","200.0"
"2014-10-13","08:27:00","AR","0","1","0","0","34.5441","-92.0074","3.31","150.0"
"2014-10-13","10:11:00","LA","0","1","0","0","32.4375","-92.2781","0.7","225.0"
"2014-10-13","10:16:00","LA","0","2","0","0","32.4921","-92.2421","9.05","300.0"
"2014-10-13","11:48:00","AR","0","0","0","0","36.439","-90.3982","0.87","100.0"
"2014-10-13","11:59:00","IL","0","0","0","0","38.1272","-90.0143","0.29","50.0"
"2014-10-13","12:24:00","IL","0","1","0","0","38.4703","-89.9263","1.38","100.0"
"2014-10-13","12:30:00","MO","0","1","0","0","36.9498","-90.1113","9.35","75.0"
"2014-10-13","12:43:00","IL","0","1","0","0","38.5363","-89.7248","0.25","50.0"
"2014-10-13","12:45:00","MO","0","1","0","0","37.1193","-90.0415","7.16","100.0"
"2014-10-13","13:02:00","MO","0","1","0","0","37.2423","-89.9396","2.0","50.0"
"2014-10-13","14:54:00","IL","0","2","0","0","39.631","-88.9567","10.0","200.0"
"2014-10-13","15:06:00","IL","0","1","0","0","38.4443","-88.9185","3.52","100.0"
"2014-10-13","15:07:00","IL","0","1","0","0","38.3715","-88.7566","0.66","50.0"
"2014-10-13","15:12:00","IL","0","1","0","0","39.8184","-88.88","0.2","50.0"
"2014-10-13","15:20:00","FL","0","0","0","0","30.287","-85.1792","2.58","30.0"
"2014-10-13","15:29:00","IL","0","0","0","0","40.0188","-88.7722","2.75","50.0"
"2014-10-13","15:43:00","AL","0","0","0","0","34.208","-88.1077","6.01","50.0"
"2014-10-13","16:25:00","IN","0","1","0","0","38.0981","-87.9087","3.75","150.0"
"2014-10-13","17:09:00","TN","0","1","0","0","36.5001","-87.2952","4.18","75.0"
"2014-10-13","17:48:00","AL","0","0","0","0","34.0087","-88.001","1.08","150.0"
"2014-10-13","18:29:00","FL","0","0","0","0","29.89","-84.91","0.01","20.0"
"2014-10-13","18:29:00","AL","0","1","1","0","34.7318","-87.7029","3.48","200.0"
"2014-10-13","18:50:00","FL","0","0","0","0","30.01","-84.91","0.01","20.0"
"2014-10-13","19:59:00","FL","0","0","0","0","30.02","-84.98","2.07","20.0"
"2014-10-13","20:58:00","FL","0","0","0","0","30.14","-84.91","0.01","20.0"
"2014-10-14","02:00:00","FL","0","0","0","0","30.78","-85.36","1.73","20.0"
"2014-10-14","02:40:00","GA","0","1","0","0","32.7979","-84.7091","5.86","200.0"
"2014-10-14","03:15:00","GA","0","0","0","0","33.6552","-84.5147","2.99","75.0"
"2014-10-14","03:20:00","GA","0","0","0","0","33.6776","-84.4662","2.63","75.0"
"2014-10-14","03:33:00","GA","0","0","0","0","33.8427","-84.4407","1.07","75.0"
"2014-10-14","03:43:00","GA","0","1","0","0","33.9821","-84.3918","1.25","100.0"
"2014-10-14","03:55:00","GA","0","1","0","0","34.0748","-84.3255","7.51","100.0"
"2014-10-14","06:11:00","SC","0","0","0","0","34.68","-83.21","0.89","100.0"
"2014-10-14","18:00:00","SC","0","0","0","0","35.12","-82.24","1.0","50.0"
"2014-10-14","18:48:00","NC","0","0","0","0","35.55","-82.07","0.5","100.0"
"2014-10-15","10:23:00","VA","0","0","0","0","38.78","-77.06","2.32","75.0"
"2014-10-15","11:13:00","MD","0","0","0","0","39.128","-76.829","0.3","75.0"
"2014-10-23","14:40:00","WA","0","1","0","0","46.13","-122.946","1.3","66.0"
"2014-11-16","19:48:00","LA","0","0","0","0","30.4023","-90.9214","1.12","100.0"
"2014-11-16","20:11:00","LA","0","1","0","0","30.5597","-90.7428","3.87","300.0"
"2014-11-16","20:27:00","MS","0","1","0","0","31.683","-88.9929","2.65","100.0"
"2014-11-17","01:11:00","AL","0","1","0","0","32.699","-87.4659","3.53","300.0"
"2014-11-17","01:37:00","AL","0","1","0","0","31.4418","-88.1545","21.9","150.0"
"2014-11-17","02:51:00","FL","0","0","0","0","30.3","-85.92","0.01","50.0"
"2014-11-17","03:59:00","AL","0","1","0","0","31.6093","-86.7471","5.89","150.0"
"2014-11-17","04:17:00","FL","0","2","2","0","30.4025","-85.0746","22.21","420.0"
"2014-11-17","04:25:00","AL","0","1","0","0","31.7369","-86.4303","40.73","500.0"
"2014-11-17","05:57:00","FL","0","0","0","0","30.699","-85.0191","0.5","50.0"
"2014-11-17","06:24:00","AL","0","1","0","0","32.199","-85.0592","0.22","100.0"
"2014-11-17","08:57:00","GA","0","1","0","0","32.5567","-83.3719","0.05","100.0"
"2014-11-17","12:00:00","FL","0","0","0","0","30.1447","-82.2818","0.8","75.0"
"2014-11-23","11:35:00","AL","0","0","0","0","32.6387","-87.8364","2.05","150.0"
"2014-11-23","14:03:00","AL","0","1","0","0","31.9603","-85.094","3.23","400.0"
"2014-11-23","14:03:00","AL","0","1","0","0","31.9603","-85.094","16.72","400.0"
"2014-11-23","14:07:00","GA","0","1","0","0","32.0002","-85.0653","13.49","75.0"
"2014-11-23","14:27:00","GA","0","1","0","0","32.0315","-84.8078","0.47","100.0"
"2014-11-23","14:37:00","GA","0","1","0","0","32.2982","-84.7905","21.08","75.0"
"2014-11-23","15:01:00","GA","0","0","0","0","32.615","-84.5513","3.16","50.0"
"2014-11-23","15:20:00","GA","0","0","0","0","32.8945","-84.3502","10.98","200.0"
"2014-11-23","15:40:00","GA","0","1","0","0","32.8818","-84.0179","20.02","70.0"
"2014-11-23","15:40:00","GA","0","0","0","0","33.0747","-84.2059","1.44","70.0"
"2014-11-23","15:49:00","GA","0","1","0","0","33.1532","-84.1128","21.55","100.0"
"2014-11-23","16:10:00","GA","0","1","0","0","32.3152","-83.6336","6.4","50.0"
"2014-12-12","11:20:00","CA","0","0","0","0","33.9823","-118.291","0.73","10.0"
"2014-12-14","17:09:00","OK","0","0","0","0","35.62","-97.38","0.17","50.0"
"2014-12-14","17:38:00","KS","0","0","0","0","37.2915","-98.0097","5.98","100.0"
"2014-12-15","17:02:00","MS","0","0","0","0","31.8276","-89.6172","1.53","50.0"
"2014-12-15","17:56:00","MS","0","0","0","0","32.3668","-90.7339","1.17","75.0"
"2014-12-15","23:18:00","MS","0","0","0","0","31.0936","-90.0188","1.33","150.0"
"2014-12-23","12:58:00","GA","0","0","0","0","30.77","-83.33","0.1","25.0"
"2014-12-23","13:19:00","LA","0","2","0","0","30.7289","-90.4799","4.62","150.0"
"2014-12-23","14:20:00","MS","0","3","50","3","31.2273","-89.8331","12.51","880.0"
"2014-12-23","14:45:00","MS","0","0","0","0","31.4143","-89.5509","0.06","50.0"
"2014-12-23","14:46:00","MS","0","0","0","0","31.4247","-89.5358","0.24","50.0"
"2014-12-23","15:22:00","MS","0","2","0","2","31.6986","-89.2239","5.89","350.0"
"2014-12-23","16:27:00","MS","0","0","0","0","32.0005","-88.4854","0.49","100.0"
"2014-12-24","09:30:00","NC","0","1","1","0","34.3124","-77.917","0.2","25.0"
"2014-12-24","11:50:00","GA","0","1","0","0","31.406","-82.251","5.69","100.0"
"2014-12-24","16:16:00","OH","0","0","0","0","39.728","-82.634","0.63","30.0"
"2014-12-27","13:12:00","TX","0","0","0","0","30.3853","-94.7823","0.23","75.0"
"2014-12-27","14:00:00","TX","0","1","0","0","30.6829","-94.2553","4.25","50.0"
"2014-12-27","14:35:00","TX","0","1","0","0","30.864","-93.979","1.98","150.0"
"2014-12-29","10:26:00","GA","0","2","9","0","30.8157","-83.2833","0.74","180.0"
